datetime,ACHUSD_open,ACHUSD_high,ACHUSD_low,ACHUSD_close
2022-01-15 13:00:00,0.059045,0.059572,0.0582,0.058893
2022-01-15 14:00:00,0.058919,0.059783,0.058898,0.059744
2022-01-15 15:00:00,0.059762,0.059762,0.058216,0.058216
2022-01-15 16:00:00,0.058216,0.060264,0.058107,0.059263
2022-01-15 17:00:00,0.059265,0.059482,0.058291,0.058429
2022-01-15 18:00:00,0.058411,0.0588,0.057614,0.057961
2022-01-15 19:00:00,0.057961,0.05865,0.05777,0.058486
2022-01-15 20:00:00,0.058513,0.058729,0.058005,0.05804
2022-01-15 21:00:00,0.058012,0.05834,0.05789,0.058078
2022-01-15 22:00:00,0.058114,0.058338,0.057849,0.058059
2022-01-15 23:00:00,0.058059,0.058368,0.057806,0.057925
2022-01-16 00:00:00,0.057925,0.058297,0.057883,0.058053
2022-01-16 01:00:00,0.058075,0.058629,0.057201,0.057981
2022-01-16 02:00:00,0.058014,0.058249,0.057533,0.057677
2022-01-16 03:00:00,0.057676,0.05792,0.057398,0.05776
2022-01-16 04:00:00,0.057761,0.058287,0.057614,0.057984
2022-01-16 05:00:00,0.057925,0.057992,0.057785,0.057938
2022-01-16 06:00:00,0.057924,0.05826,0.057924,0.058164
2022-01-16 07:00:00,0.058153,0.058566,0.0572,0.058293
2022-01-16 08:00:00,0.058302,0.05835,0.05761,0.057989
2022-01-16 09:00:00,0.058003,0.058438,0.057721,0.057976
2022-01-16 10:00:00,0.057973,0.058242,0.057328,0.05742
2022-01-16 11:00:00,0.057422,0.058202,0.057321,0.057518
2022-01-16 12:00:00,0.057518,0.058332,0.057335,0.057528
2022-01-16 13:00:00,0.057527,0.057527,0.057,0.057065
2022-01-16 14:00:00,0.057121,0.057535,0.057033,0.057478
2022-01-16 15:00:00,0.057474,0.0578,0.05726,0.057369
2022-01-16 16:00:00,0.057411,0.058,0.057372,0.057576
2022-01-16 17:00:00,0.057571,0.057969,0.05746,0.057562
2022-01-16 18:00:00,0.057527,0.057591,0.057411,0.05746
2022-01-16 19:00:00,0.057481,0.057717,0.057168,0.057457
2022-01-16 20:00:00,0.057468,0.057897,0.05712,0.057456
2022-01-16 21:00:00,0.057455,0.057921,0.057199,0.057542
2022-01-16 22:00:00,0.057536,0.057707,0.057393,0.05748
2022-01-16 23:00:00,0.05748,0.05781,0.057399,0.057685
2022-01-17 00:00:00,0.057656,0.057808,0.057393,0.05741
2022-01-17 01:00:00,0.057409,0.057868,0.057007,0.05714
2022-01-17 02:00:00,0.05714,0.057477,0.0568,0.056949
2022-01-17 03:00:00,0.056928,0.05745,0.0565,0.0565
2022-01-17 04:00:00,0.0565,0.05665,0.05612,0.056535
2022-01-17 05:00:00,0.056482,0.056827,0.0559,0.056118
2022-01-17 06:00:00,0.056197,0.05702,0.056,0.056634
2022-01-17 07:00:00,0.0566,0.057084,0.056355,0.056431
2022-01-17 08:00:00,0.0564,0.056728,0.056,0.056507
2022-01-17 09:00:00,0.056519,0.056803,0.055789,0.056303
2022-01-17 10:00:00,0.056303,0.056593,0.05575,0.05575
2022-01-17 11:00:00,0.055766,0.056234,0.055766,0.056022
2022-01-17 12:00:00,0.055995,0.056061,0.055062,0.05509
2022-01-17 13:00:00,0.055151,0.055861,0.055016,0.055531
2022-01-17 14:00:00,0.055534,0.056478,0.05513,0.055227
2022-01-17 15:00:00,0.055227,0.055822,0.055144,0.055591
2022-01-17 16:00:00,0.055608,0.055693,0.054346,0.054359
2022-01-17 17:00:00,0.054373,0.054576,0.053315,0.053839
2022-01-17 18:00:00,0.053867,0.054402,0.05364,0.054287
2022-01-17 19:00:00,0.054293,0.054629,0.054293,0.054349
2022-01-17 20:00:00,0.05435,0.054672,0.053712,0.053885
2022-01-17 21:00:00,0.053869,0.054221,0.0538,0.053902
2022-01-17 22:00:00,0.053889,0.054846,0.0535,0.054598
2022-01-17 23:00:00,0.054555,0.054684,0.05365,0.054069
2022-01-18 00:00:00,0.054055,0.0545,0.053663,0.053789
2022-01-18 01:00:00,0.053783,0.0545,0.053577,0.053895
2022-01-18 02:00:00,0.05389,0.05389,0.052597,0.053359
2022-01-18 03:00:00,0.053383,0.05424,0.05281,0.053121
2022-01-18 04:00:00,0.053002,0.053952,0.05288,0.053217
2022-01-18 05:00:00,0.053217,0.053331,0.051635,0.052791
2022-01-18 06:00:00,0.052825,0.052844,0.052084,0.052605
2022-01-18 07:00:00,0.052612,0.05327,0.052401,0.053191
2022-01-18 08:00:00,0.053189,0.053189,0.051001,0.051664
2022-01-18 09:00:00,0.051693,0.05174,0.0505,0.050546
2022-01-18 10:00:00,0.050533,0.051155,0.050437,0.050941
2022-01-18 11:00:00,0.050896,0.051182,0.050501,0.050577
2022-01-18 12:00:00,0.050535,0.050982,0.05025,0.050952
2022-01-18 13:00:00,0.050979,0.051562,0.049895,0.050635
